"Provider","Region","Region (code)","Name","vCPU","RAM (MiB)","Storage (GB)","Price/h (USD)"
"aws-ec2","Middle East (Bahrain)","me-south-1","c6gn.4xlarge",16,32768,EBS only,0.858
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","x1e.xlarge",4,124928,1 x 120 SSD,0.86
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","x2iedn.xlarge",4,131072,1 x 118 NVMe SSD,0.86
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5a.4xlarge",16,65536,EBS only,0.864
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5a.4xlarge",16,65536,EBS only,0.864
"aws-ec2","US East (N. Virginia)","us-east-1","c5n.4xlarge",16,43008,EBS only,0.864
"aws-ec2","US West (Oregon)","us-west-2","c5n.4xlarge",16,43008,EBS only,0.864
"aws-ec2","US East (Ohio)","us-east-2","c5n.4xlarge",16,43008,EBS only,0.864
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c5n.4xlarge",16,43008,EBS only,0.864
"aws-ec2","US West (N. California)","us-west-1","c6gn.4xlarge",16,32768,EBS only,0.864
"aws-ec2","Middle East (Bahrain)","me-south-1","c5ad.4xlarge",16,32768,2 x 300 NVMe SSD,0.864
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c5.4xlarge",16,32768,EBS only,0.864
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6i.4xlarge",16,32768,EBS only,0.864
"aws-ec2","US East (N. Virginia)","us-east-1","g4ad.4xlarge",16,65536,600 GB NVMe SSD,0.867
"aws-ec2","US West (Oregon)","us-west-2","g4ad.4xlarge",16,65536,600 GB NVMe SSD,0.867
"aws-ec2","US East (Ohio)","us-east-2","g4ad.4xlarge",16,65536,600 GB NVMe SSD,0.867
"aws-ec2","EU (Frankfurt)","eu-central-1","im4gn.2xlarge",8,32768,1 x 3750 SSD,0.868
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","d2.xlarge",4,31232,3 x 2000 HDD,0.87
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","d2.xlarge",4,31232,3 x 2000 HDD,0.87
"aws-ec2","EU (Frankfurt)","eu-central-1","m6gd.4xlarge",16,65536,1 x 950 NVMe SSD,0.872
"aws-ec2","EU (Ireland)","eu-west-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.872
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6gn.4xlarge",16,32768,EBS only,0.872
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","im4gn.2xlarge",8,32768,1 x 3750 SSD,0.872
"aws-ec2","Africa (Cape Town)","af-south-1","d2.xlarge",4,31232,3 x 2000 HDD,0.875
"aws-ec2","Canada (Central)","ca-central-1","c4.4xlarge",16,30720,EBS only,0.876
"aws-ec2","EU (London)","eu-west-2","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.879
"aws-ec2","EU (Paris)","eu-west-3","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.879
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.88
"aws-ec2","EU (London)","eu-west-2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.88
"aws-ec2","EU (Milan)","eu-south-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.88
"aws-ec2","Canada (Central)","ca-central-1","r6g.4xlarge",16,131072,EBS only,0.883
"aws-ec2","Africa (Cape Town)","af-south-1","r5dn.2xlarge",8,65536,1 x 300 NVMe SSD,0.884
"aws-ec2","EU (Ireland)","eu-west-1","m4.4xlarge",16,65536,EBS only,0.888
"aws-ec2","Canada (Central)","ca-central-1","m4.4xlarge",16,65536,EBS only,0.888
"aws-ec2","EU (London)","eu-west-2","m5.4xlarge",16,65536,EBS only,0.888
"aws-ec2","EU (London)","eu-west-2","m6i.4xlarge",16,65536,EBS only,0.888
"aws-ec2","EU (Frankfurt)","eu-central-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.888
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6i.4xlarge",16,32768,EBS only,0.888
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5.4xlarge",16,32768,EBS only,0.888
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6a.8xlarge",32,131072,EBS only,0.889
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5a.8xlarge",32,131072,EBS only,0.889
"aws-ec2","South America (Sao Paulo)","sa-east-1","g4dn.xlarge",4,16384,125 GB NVMe SSD,0.894
"aws-ec2","US West (N. California)","us-west-1","r6g.4xlarge",16,131072,EBS only,0.896
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m5a.4xlarge",16,65536,EBS only,0.896
"aws-ec2","US West (N. California)","us-west-1","m5.4xlarge",16,65536,EBS only,0.896
"aws-ec2","US West (N. California)","us-west-1","m6i.4xlarge",16,65536,EBS only,0.896
"aws-ec2","EU (Paris)","eu-west-3","m5.4xlarge",16,65536,EBS only,0.896
"aws-ec2","EU (Paris)","eu-west-3","m6i.4xlarge",16,65536,EBS only,0.896
"aws-ec2","EU (Milan)","eu-south-1","m6i.4xlarge",16,65536,EBS only,0.896
"aws-ec2","EU (Milan)","eu-south-1","m5.4xlarge",16,65536,EBS only,0.896
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.896
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.896
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","g2.2xlarge",8,15360,1 x 60 SSD,0.898
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","g2.2xlarge",8,15360,1 x 60 SSD,0.898
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","g2.2xlarge",8,15360,1 x 60 SSD,0.898
"aws-ec2","EU (Frankfurt)","eu-central-1","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.9
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.9
"aws-ec2","US East (N. Virginia)","us-east-1","p2.xlarge",4,62464,EBS only,0.9
"aws-ec2","US East (Ohio)","us-east-2","p2.xlarge",4,62464,EBS only,0.9
"aws-ec2","US West (Oregon)","us-west-2","p2.xlarge",4,62464,EBS only,0.9
"aws-ec2","US West (N. California)","us-west-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.902
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.902
"aws-ec2","EU (Ireland)","eu-west-1","r6g.4xlarge",16,131072,EBS only,0.902
"aws-ec2","US East (N. Virginia)","us-east-1","r5a.4xlarge",16,131072,EBS only,0.904
"aws-ec2","US West (Oregon)","us-west-2","r5a.4xlarge",16,131072,EBS only,0.904
"aws-ec2","US East (Ohio)","us-east-2","r5a.4xlarge",16,131072,EBS only,0.904
"aws-ec2","US East (N. Virginia)","us-east-1","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,0.904
"aws-ec2","US West (Oregon)","us-west-2","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,0.904
"aws-ec2","US East (Ohio)","us-east-2","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6gd.4xlarge",16,65536,1 x 950 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m6gd.4xlarge",16,65536,1 x 950 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5ad.4xlarge",16,32768,2 x 300 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c6gn.4xlarge",16,32768,EBS only,0.904
"aws-ec2","US East (N. Virginia)","us-east-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,0.904
"aws-ec2","US West (Oregon)","us-west-2","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,0.904
"aws-ec2","US East (Ohio)","us-east-2","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.904
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.904
"aws-ec2","EU (Ireland)","eu-west-1","c4.4xlarge",16,30720,EBS only,0.905
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","i4i.2xlarge",8,65536,1 x 1875 NVMe SSD,0.906
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c4.4xlarge",16,30720,EBS only,0.907
"aws-ec2","US East (Ohio)","us-east-2","r6a.4xlarge",16,131072,EBS only,0.907
"aws-ec2","US East (N. Virginia)","us-east-1","r6a.4xlarge",16,131072,EBS only,0.907
"aws-ec2","US West (Oregon)","us-west-2","r6a.4xlarge",16,131072,EBS only,0.907
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","z1d.2xlarge",8,65536,1 x 300 NVMe SSD,0.908
"aws-ec2","EU (Frankfurt)","eu-central-1","c4.4xlarge",16,30720,EBS only,0.909
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6gd.4xlarge",16,65536,1 x 950 NVMe SSD,0.912
"aws-ec2","EU (Milan)","eu-south-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.912
"aws-ec2","Africa (Cape Town)","af-south-1","c5.4xlarge",16,32768,EBS only,0.912
"aws-ec2","South America (Sao Paulo)","sa-east-1","r5d.2xlarge",8,65536,1 x 300 NVMe SSD,0.912
"aws-ec2","EU (Ireland)","eu-west-1","c6id.4xlarge",16,32768,1 x 950 SSD,0.916
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6gn.4xlarge",16,32768,EBS only,0.916
"aws-ec2","Canada (Central)","ca-central-1","x2iedn.xlarge",4,131072,1 x 118 NVMe SSD,0.917
"aws-ec2","Canada (Central)","ca-central-1","x1e.xlarge",4,124928,1 x 120 SSD,0.917
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c3.4xlarge",16,30720,2 x 160 SSD,0.919
"aws-ec2","EU (Ireland)","eu-west-1","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,0.92
"aws-ec2","EU (Frankfurt)","eu-central-1","m6i.4xlarge",16,65536,EBS only,0.92
"aws-ec2","EU (Frankfurt)","eu-central-1","m5.4xlarge",16,65536,EBS only,0.92
"aws-ec2","Canada (Central)","ca-central-1","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,0.92
"aws-ec2","EU (Paris)","eu-west-3","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.92
"aws-ec2","EU (London)","eu-west-2","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.92
"aws-ec2","US East (N. Virginia)","us-east-1","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,0.922
"aws-ec2","US West (Oregon)","us-west-2","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,0.922
"aws-ec2","US East (Ohio)","us-east-2","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,0.922
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","m5.4xlarge",16,65536,EBS only,0.922
"aws-ec2","Middle East (Bahrain)","me-south-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.922
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c4.4xlarge",16,30720,EBS only,0.924
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.925
"aws-ec2","EU (London)","eu-west-2","m4.4xlarge",16,65536,EBS only,0.928
"aws-ec2","EU (Stockholm)","eu-north-1","c5n.4xlarge",16,43008,EBS only,0.928
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","g3s.xlarge",4,31232,EBS only,0.934
"aws-ec2","US East (N. Virginia)","us-east-1","h1.4xlarge",16,65536,2 x 2000 HDD,0.936
"aws-ec2","US West (Oregon)","us-west-2","h1.4xlarge",16,65536,2 x 2000 HDD,0.936
"aws-ec2","US East (Ohio)","us-east-2","h1.4xlarge",16,65536,2 x 2000 HDD,0.936
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6gd.4xlarge",16,65536,1 x 950 NVMe SSD,0.936
"aws-ec2","US West (N. California)","us-west-1","m4.4xlarge",16,65536,EBS only,0.936
"aws-ec2","Africa (Cape Town)","af-south-1","c5ad.4xlarge",16,32768,2 x 300 NVMe SSD,0.936
"aws-ec2","EU (Ireland)","eu-west-1","i2.xlarge",4,31232,1 x 800 SSD,0.938
"aws-ec2","EU (Frankfurt)","eu-central-1","g3s.xlarge",4,31232,EBS only,0.938
"aws-ec2","US West (N. California)","us-west-1","i2.xlarge",4,31232,1 x 800 SSD,0.938
"aws-ec2","EU (Frankfurt)","eu-central-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.94
"aws-ec2","EU (London)","eu-west-2","g3s.xlarge",4,31232,EBS only,0.94
"aws-ec2","Middle East (Bahrain)","me-south-1","m5.4xlarge",16,65536,EBS only,0.942
"aws-ec2","EU (Paris)","eu-west-3","r6g.4xlarge",16,131072,EBS only,0.944
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m6i.4xlarge",16,65536,EBS only,0.944
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m5.4xlarge",16,65536,EBS only,0.944
"aws-ec2","Canada (Central)","ca-central-1","c5n.4xlarge",16,43008,EBS only,0.944
"aws-ec2","South America (Sao Paulo)","sa-east-1","c5a.4xlarge",16,32768,EBS only,0.944
"aws-ec2","South America (Sao Paulo)","sa-east-1","r5n.2xlarge",8,65536,EBS only,0.944
"aws-ec2","EU (London)","eu-west-2","r6g.4xlarge",16,131072,EBS only,0.947
"aws-ec2","EU (Milan)","eu-south-1","r6g.4xlarge",16,131072,EBS only,0.947
"aws-ec2","South America (Sao Paulo)","sa-east-1","r5b.2xlarge",8,65536,EBS only,0.948
"aws-ec2","EU (Stockholm)","eu-north-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,0.948
"aws-ec2","US West (Oregon)","us-west-2","m6id.4xlarge",16,65536,1 x 950 SSD,0.949
"aws-ec2","US East (Ohio)","us-east-2","m6id.4xlarge",16,65536,1 x 950 SSD,0.949
"aws-ec2","US East (N. Virginia)","us-east-1","m6id.4xlarge",16,65536,1 x 950 SSD,0.949
"aws-ec2","EU (London)","eu-west-2","c4.4xlarge",16,30720,EBS only,0.95
"aws-ec2","EU (Stockholm)","eu-north-1","x2iedn.xlarge",4,131072,1 x 118 NVMe SSD,0.951
"aws-ec2","US West (Oregon)","us-west-2","m5n.4xlarge",16,65536,EBS only,0.952
"aws-ec2","US East (N. Virginia)","us-east-1","m5n.4xlarge",16,65536,EBS only,0.952
"aws-ec2","US East (Ohio)","us-east-2","m5n.4xlarge",16,65536,EBS only,0.952
"aws-ec2","South America (Sao Paulo)","sa-east-1","c6gd.4xlarge",16,32768,1 x 950 NVMe SSD,0.952
"aws-ec2","EU (Ireland)","eu-west-1","c3.4xlarge",16,30720,2 x 160 SSD,0.956
"aws-ec2","US West (N. California)","us-west-1","c3.4xlarge",16,30720,2 x 160 SSD,0.956
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","d2.xlarge",4,31232,3 x 2000 HDD,0.957
"aws-ec2","Middle East (Bahrain)","me-south-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.959
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5.4xlarge",16,65536,EBS only,0.96
"aws-ec2","EU (Frankfurt)","eu-central-1","m4.4xlarge",16,65536,EBS only,0.96
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m6i.4xlarge",16,65536,EBS only,0.96
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5.4xlarge",16,65536,EBS only,0.96
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m6i.4xlarge",16,65536,EBS only,0.96
"aws-ec2","EU (London)","eu-west-2","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,0.96
"aws-ec2","EU (Stockholm)","eu-north-1","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,0.96
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","m5.4xlarge",16,65536,EBS only,0.96
"aws-ec2","US West (N. California)","us-west-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.96
"aws-ec2","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.96
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6gd.8xlarge",32,131072,1 x 1900 NVMe SSD,0.966
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","r6g.4xlarge",16,131072,EBS only,0.966
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","i2.xlarge",4,31232,1 x 800 SSD,0.967
"aws-ec2","EU (Ireland)","eu-west-1","g4ad.4xlarge",16,65536,600 GB NVMe SSD,0.968
"aws-ec2","Canada (Central)","ca-central-1","g4ad.4xlarge",16,65536,600 GB NVMe SSD,0.968
"aws-ec2","EU (Paris)","eu-west-3","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,0.968
"aws-ec2","EU (Ireland)","eu-west-1","p2.xlarge",4,62464,EBS only,0.972
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","r6g.4xlarge",16,131072,EBS only,0.973
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","r6g.4xlarge",16,131072,EBS only,0.973
"aws-ec2","EU (Frankfurt)","eu-central-1","r6g.4xlarge",16,131072,EBS only,0.973
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","r6g.4xlarge",16,131072,EBS only,0.973
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","r6g.4xlarge",16,131072,EBS only,0.976
"aws-ec2","US West (N. California)","us-west-1","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,0.976
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,0.976
"aws-ec2","EU (Ireland)","eu-west-1","c5n.4xlarge",16,43008,EBS only,0.976
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c5n.4xlarge",16,43008,EBS only,0.976
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.976
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.978
"aws-ec2","South America (Sao Paulo)","sa-east-1","m6g.4xlarge",16,65536,EBS only,0.979
"aws-ec2","US East (N. Virginia)","us-east-1","m2.4xlarge",8,70041.6,2 x 840 SSD,0.98
"aws-ec2","US West (Oregon)","us-west-2","m2.4xlarge",8,70041.6,2 x 840 SSD,0.98
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m4.4xlarge",16,65536,EBS only,0.984
"aws-ec2","EU (Frankfurt)","eu-central-1","c5n.4xlarge",16,43008,EBS only,0.984
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,0.984
"aws-ec2","US East (Ohio)","us-east-2","m5zn.3xlarge",12,49152,EBS only,0.991
"aws-ec2","US East (N. Virginia)","us-east-1","m5zn.3xlarge",12,49152,EBS only,0.991
"aws-ec2","US West (Oregon)","us-west-2","m5zn.3xlarge",12,49152,EBS only,0.991
"aws-ec2","Canada (Central)","ca-central-1","r5a.4xlarge",16,131072,EBS only,0.992
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m5.4xlarge",16,65536,EBS only,0.992
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m6i.4xlarge",16,65536,EBS only,0.992
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c5n.4xlarge",16,43008,EBS only,0.992
"aws-ec2","South America (Sao Paulo)","sa-east-1","i3.2xlarge",8,62464,1 x 1900 NVMe SSD,0.996
"aws-ec2","US West (N. California)","us-west-1","c4.4xlarge",16,30720,EBS only,0.997
"aws-ec2","Africa (Cape Town)","af-south-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,0.998
"aws-ec2","US East (Ohio)","us-east-2","d3.2xlarge",8,65536,6 x 2000 HDD,0.999
"aws-ec2","US East (N. Virginia)","us-east-1","d3.2xlarge",8,65536,6 x 2000 HDD,0.999
"aws-ec2","US West (Oregon)","us-west-2","d3.2xlarge",8,65536,6 x 2000 HDD,0.999
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m4.4xlarge",16,65536,EBS only,1
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m4.4xlarge",16,65536,EBS only,1
"aws-ec2","EU (Frankfurt)","eu-central-1","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,1
"aws-ec2","EU (Ireland)","eu-west-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,1
"aws-ec2","US West (N. California)","us-west-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,1
"aws-ec2","Canada (Central)","ca-central-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,1
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","g2.2xlarge",8,15360,1 x 60 SSD,1
"aws-ec2","EU (Ireland)","eu-west-1","x1e.xlarge",4,124928,1 x 120 SSD,1
"aws-ec2","EU (Ireland)","eu-west-1","x2iedn.xlarge",4,131072,1 x 118 NVMe SSD,1
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","i2.xlarge",4,31232,1 x 800 SSD,1
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","i2.xlarge",4,31232,1 x 800 SSD,1
"aws-ec2","US East (N. Virginia)","us-east-1","g5.xlarge",4,16384,1 x 250 GB NVMe SSD,1.01
"aws-ec2","US West (Oregon)","us-west-2","g5.xlarge",4,16384,1 x 250 GB NVMe SSD,1.01
"aws-ec2","US East (Ohio)","us-east-2","r6i.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US East (N. Virginia)","us-east-1","r6i.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US East (N. Virginia)","us-east-1","r5.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US West (Oregon)","us-west-2","r5.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US West (Oregon)","us-west-2","r6i.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US East (Ohio)","us-east-2","r5.4xlarge",16,131072,EBS only,1.01
"aws-ec2","US West (N. California)","us-west-1","r5a.4xlarge",16,131072,EBS only,1.01
"aws-ec2","EU (Ireland)","eu-west-1","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,1.01
"aws-ec2","Canada (Central)","ca-central-1","m5d.4xlarge",16,65536,2 x 300 NVMe SSD,1.01
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","c5d.4xlarge",16,32768,1 x 400 NVMe SSD,1.01
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c4.4xlarge",16,30720,EBS only,1.01
"aws-ec2","Canada (Central)","ca-central-1","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,1.01
"aws-ec2","EU (Frankfurt)","eu-central-1","i2.xlarge",4,31232,1 x 800 SSD,1.01
"aws-ec2","EU (London)","eu-west-2","g4ad.4xlarge",16,65536,600 GB NVMe SSD,1.01
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","US East (Atlanta)","us-east-1-atl-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","US East (Boston)","us-east-1-bos-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","US East (Chicago)","us-east-1-chi-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","US East (Dallas)","us-east-1-dfw-1","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","g4dn.2xlarge",8,32768,225 GB NVMe SSD,1.01
"aws-ec2","EU (Ireland)","eu-west-1","r6a.4xlarge",16,131072,EBS only,1.02
"aws-ec2","EU (Ireland)","eu-west-1","r5a.4xlarge",16,131072,EBS only,1.02
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,1.02
"aws-ec2","Africa (Cape Town)","af-south-1","m5.4xlarge",16,65536,EBS only,1.02
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","i2.xlarge",4,31232,1 x 800 SSD,1.02
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","i2.xlarge",4,31232,1 x 800 SSD,1.02
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","g5g.4xlarge",16,32768,EBS only,1.02
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c3.4xlarge",16,30720,2 x 160 SSD,1.02
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6g.12xlarge",48,98304,EBS only,1.02
"aws-ec2","EU (Ireland)","eu-west-1","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,1.02
"aws-ec2","EU (London)","eu-west-2","c5n.4xlarge",16,43008,EBS only,1.02
"aws-ec2","EU (Paris)","eu-west-3","c5n.4xlarge",16,43008,EBS only,1.02
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6id.4xlarge",16,32768,1 x 950 SSD,1.02
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","i3en.2xlarge",8,65536,2 x 2500 NVMe SSD,1.03
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,1.03
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","m4.4xlarge",16,65536,EBS only,1.03
"aws-ec2","EU (Milan)","eu-south-1","c5n.4xlarge",16,43008,EBS only,1.03
"aws-ec2","EU (Frankfurt)","eu-central-1","c3.4xlarge",16,30720,2 x 160 SSD,1.03
"aws-ec2","EU (Ireland)","eu-west-1","h1.4xlarge",16,65536,2 x 2000 HDD,1.04
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6g.8xlarge",32,262144,EBS only,1.04
"aws-ec2","US West (N. California)","us-west-1","r6gd.4xlarge",16,131072,1 x 950 NVMe SSD,1.04
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6i.4xlarge",16,131072,EBS only,1.04
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r5.4xlarge",16,131072,EBS only,1.04
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","m5ad.4xlarge",16,65536,2 x 300 NVMe SSD,1.04
