"Provider","Region","Region (code)","Name","vCPU","RAM (MiB)","Storage (GB)","Price/h (USD)"
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t4g.nano",2,512,EBS only,0.0028
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.nano",2,512,EBS only,0.0031
"aws-ec2","US East (Ohio)","us-east-2","t4g.nano",2,512,EBS only,0.0042
"aws-ec2","US East (N. Virginia)","us-east-1","t4g.nano",2,512,EBS only,0.0042
"aws-ec2","US West (Oregon)","us-west-2","t4g.nano",2,512,EBS only,0.0042
"aws-ec2","EU (Stockholm)","eu-north-1","t4g.nano",2,512,EBS only,0.0043
"aws-ec2","EU (Ireland)","eu-west-1","t4g.nano",2,512,EBS only,0.0046
"aws-ec2","Canada (Central)","ca-central-1","t4g.nano",2,512,EBS only,0.0046
"aws-ec2","US East (N. Virginia)","us-east-1","t3a.nano",2,512,EBS only,0.0047
"aws-ec2","US West (Oregon)","us-west-2","t3a.nano",2,512,EBS only,0.0047
"aws-ec2","US East (Ohio)","us-east-2","t3a.nano",2,512,EBS only,0.0047
"aws-ec2","EU (London)","eu-west-2","t4g.nano",2,512,EBS only,0.0047
"aws-ec2","EU (Paris)","eu-west-3","t4g.nano",2,512,EBS only,0.0047
"aws-ec2","EU (Frankfurt)","eu-central-1","t4g.nano",2,512,EBS only,0.0048
"aws-ec2","EU (Milan)","eu-south-1","t4g.nano",2,512,EBS only,0.0048
"aws-ec2","US West (N. California)","us-west-1","t4g.nano",2,512,EBS only,0.005
"aws-ec2","EU (Ireland)","eu-west-1","t3a.nano",2,512,EBS only,0.0051
"aws-ec2","US East (N. Virginia)","us-east-1","t3.nano",2,512,EBS only,0.0052
"aws-ec2","US West (Oregon)","us-west-2","t3.nano",2,512,EBS only,0.0052
"aws-ec2","US East (Ohio)","us-east-2","t3.nano",2,512,EBS only,0.0052
"aws-ec2","Canada (Central)","ca-central-1","t3a.nano",2,512,EBS only,0.0052
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t4g.nano",2,512,EBS only,0.0052
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t4g.nano",2,512,EBS only,0.0053
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t4g.nano",2,512,EBS only,0.0053
"aws-ec2","EU (London)","eu-west-2","t3a.nano",2,512,EBS only,0.0053
"aws-ec2","EU (Paris)","eu-west-3","t3a.nano",2,512,EBS only,0.0053
"aws-ec2","EU (Frankfurt)","eu-central-1","t3a.nano",2,512,EBS only,0.0054
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t4g.nano",2,512,EBS only,0.0054
"aws-ec2","EU (Stockholm)","eu-north-1","t3.nano",2,512,EBS only,0.0054
"aws-ec2","EU (Milan)","eu-south-1","t3a.nano",2,512,EBS only,0.0054
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t4g.micro",2,1024,EBS only,0.0056
"aws-ec2","US West (N. California)","us-west-1","t3a.nano",2,512,EBS only,0.0056
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3.nano",2,512,EBS only,0.0056
"aws-ec2","EU (Ireland)","eu-west-1","t3.nano",2,512,EBS only,0.0057
"aws-ec2","Canada (Central)","ca-central-1","t3.nano",2,512,EBS only,0.0058
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t4g.nano",2,512,EBS only,0.0058
"aws-ec2","US West (Oregon)","us-west-2","t2.nano",1,512,EBS only,0.0058
"aws-ec2","US East (N. Virginia)","us-east-1","t2.nano",1,512,EBS only,0.0058
"aws-ec2","US East (Ohio)","us-east-2","t2.nano",1,512,EBS only,0.0058
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3a.nano",2,512,EBS only,0.0059
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3a.nano",2,512,EBS only,0.0059
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3a.nano",2,512,EBS only,0.0059
"aws-ec2","EU (London)","eu-west-2","t3.nano",2,512,EBS only,0.0059
"aws-ec2","EU (Paris)","eu-west-3","t3.nano",2,512,EBS only,0.0059
"aws-ec2","EU (Frankfurt)","eu-central-1","t3.nano",2,512,EBS only,0.006
"aws-ec2","EU (Milan)","eu-south-1","t3.nano",2,512,EBS only,0.006
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3a.nano",2,512,EBS only,0.0061
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.micro",2,1024,EBS only,0.0062
"aws-ec2","US West (N. California)","us-west-1","t3.nano",2,512,EBS only,0.0062
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","t3.nano",2,512,EBS only,0.0062
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t2.nano",1,512,EBS only,0.0062
"aws-ec2","Middle East (Bahrain)","me-south-1","t3.nano",2,512,EBS only,0.0063
"aws-ec2","EU (Ireland)","eu-west-1","t2.nano",1,512,EBS only,0.0063
"aws-ec2","Canada (Central)","ca-central-1","t2.nano",1,512,EBS only,0.0064
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3.nano",2,512,EBS only,0.0065
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3.nano",2,512,EBS only,0.0066
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3.nano",2,512,EBS only,0.0066
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","t3.nano",2,512,EBS only,0.0066
"aws-ec2","EU (London)","eu-west-2","t2.nano",1,512,EBS only,0.0066
"aws-ec2","EU (Paris)","eu-west-3","t2.nano",1,512,EBS only,0.0066
"aws-ec2","South America (Sao Paulo)","sa-east-1","t4g.nano",2,512,EBS only,0.0067
"aws-ec2","EU (Frankfurt)","eu-central-1","t2.nano",1,512,EBS only,0.0067
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3.nano",2,512,EBS only,0.0068
"aws-ec2","Africa (Cape Town)","af-south-1","t3.nano",2,512,EBS only,0.0068
"aws-ec2","US West (N. California)","us-west-1","t2.nano",1,512,EBS only,0.0069
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t2.nano",1,512,EBS only,0.0072
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t3.nano",2,512,EBS only,0.0073
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t2.nano",1,512,EBS only,0.0073
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t2.nano",1,512,EBS only,0.0073
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3a.nano",2,512,EBS only,0.0076
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t2.nano",1,512,EBS only,0.0076
"aws-ec2","US East (N. Virginia)","us-east-1","t4g.micro",2,1024,EBS only,0.0084
"aws-ec2","US East (Ohio)","us-east-2","t4g.micro",2,1024,EBS only,0.0084
"aws-ec2","US West (Oregon)","us-west-2","t4g.micro",2,1024,EBS only,0.0084
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3.nano",2,512,EBS only,0.0084
"aws-ec2","EU (Stockholm)","eu-north-1","t4g.micro",2,1024,EBS only,0.0086
"aws-ec2","EU (Ireland)","eu-west-1","t4g.micro",2,1024,EBS only,0.0092
"aws-ec2","Canada (Central)","ca-central-1","t4g.micro",2,1024,EBS only,0.0092
"aws-ec2","South America (Sao Paulo)","sa-east-1","t2.nano",1,512,EBS only,0.0093
"aws-ec2","US East (N. Virginia)","us-east-1","t3a.micro",2,1024,EBS only,0.0094
"aws-ec2","US West (Oregon)","us-west-2","t3a.micro",2,1024,EBS only,0.0094
"aws-ec2","US East (Ohio)","us-east-2","t3a.micro",2,1024,EBS only,0.0094
"aws-ec2","EU (Paris)","eu-west-3","t4g.micro",2,1024,EBS only,0.0094
"aws-ec2","EU (London)","eu-west-2","t4g.micro",2,1024,EBS only,0.0094
"aws-ec2","EU (Frankfurt)","eu-central-1","t4g.micro",2,1024,EBS only,0.0096
"aws-ec2","EU (Milan)","eu-south-1","t4g.micro",2,1024,EBS only,0.0096
"aws-ec2","US West (N. California)","us-west-1","t4g.micro",2,1024,EBS only,0.01
"aws-ec2","EU (Ireland)","eu-west-1","t3a.micro",2,1024,EBS only,0.0102
"aws-ec2","US East (N. Virginia)","us-east-1","t3.micro",2,1024,EBS only,0.0104
"aws-ec2","US East (Ohio)","us-east-2","t3.micro",2,1024,EBS only,0.0104
"aws-ec2","US West (Oregon)","us-west-2","t3.micro",2,1024,EBS only,0.0104
"aws-ec2","Canada (Central)","ca-central-1","t3a.micro",2,1024,EBS only,0.0104
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t4g.micro",2,1024,EBS only,0.0104
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t4g.micro",2,1024,EBS only,0.0106
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t4g.micro",2,1024,EBS only,0.0106
"aws-ec2","EU (Paris)","eu-west-3","t3a.micro",2,1024,EBS only,0.0106
"aws-ec2","EU (London)","eu-west-2","t3a.micro",2,1024,EBS only,0.0106
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t4g.micro",2,1024,EBS only,0.0108
"aws-ec2","EU (Frankfurt)","eu-central-1","t3a.micro",2,1024,EBS only,0.0108
"aws-ec2","EU (Stockholm)","eu-north-1","t3.micro",2,1024,EBS only,0.0108
"aws-ec2","EU (Milan)","eu-south-1","t3a.micro",2,1024,EBS only,0.0108
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t4g.small",2,2048,EBS only,0.0112
"aws-ec2","US West (N. California)","us-west-1","t3a.micro",2,1024,EBS only,0.0112
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3.micro",2,1024,EBS only,0.0112
"aws-ec2","EU (Ireland)","eu-west-1","t3.micro",2,1024,EBS only,0.0114
"aws-ec2","Canada (Central)","ca-central-1","t3.micro",2,1024,EBS only,0.0116
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t4g.micro",2,1024,EBS only,0.0116
"aws-ec2","US East (Ohio)","us-east-2","t2.micro",1,1024,EBS only,0.0116
"aws-ec2","US East (N. Virginia)","us-east-1","t2.micro",1,1024,EBS only,0.0116
"aws-ec2","US West (Oregon)","us-west-2","t2.micro",1,1024,EBS only,0.0116
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3a.micro",2,1024,EBS only,0.0117
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3a.micro",2,1024,EBS only,0.0118
"aws-ec2","EU (London)","eu-west-2","t3.micro",2,1024,EBS only,0.0118
"aws-ec2","EU (Paris)","eu-west-3","t3.micro",2,1024,EBS only,0.0118
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3a.micro",2,1024,EBS only,0.0119
"aws-ec2","EU (Frankfurt)","eu-central-1","t3.micro",2,1024,EBS only,0.012
"aws-ec2","EU (Milan)","eu-south-1","t3.micro",2,1024,EBS only,0.012
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3a.micro",2,1024,EBS only,0.0122
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.small",2,2048,EBS only,0.0123
"aws-ec2","US West (N. California)","us-west-1","t3.micro",2,1024,EBS only,0.0124
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t2.micro",1,1024,EBS only,0.0124
"aws-ec2","Middle East (Bahrain)","me-south-1","t3.micro",2,1024,EBS only,0.0125
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","t3.micro",2,1024,EBS only,0.0125
"aws-ec2","EU (Ireland)","eu-west-1","t2.micro",1,1024,EBS only,0.0126
"aws-ec2","Canada (Central)","ca-central-1","t2.micro",1,1024,EBS only,0.0128
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3.micro",2,1024,EBS only,0.013
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3.micro",2,1024,EBS only,0.0132
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3.micro",2,1024,EBS only,0.0132
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","t3.micro",2,1024,EBS only,0.0132
"aws-ec2","EU (London)","eu-west-2","t2.micro",1,1024,EBS only,0.0132
"aws-ec2","EU (Paris)","eu-west-3","t2.micro",1,1024,EBS only,0.0132
"aws-ec2","South America (Sao Paulo)","sa-east-1","t4g.micro",2,1024,EBS only,0.0134
"aws-ec2","EU (Frankfurt)","eu-central-1","t2.micro",1,1024,EBS only,0.0134
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3.micro",2,1024,EBS only,0.0136
"aws-ec2","Africa (Cape Town)","af-south-1","t3.micro",2,1024,EBS only,0.0136
"aws-ec2","US West (N. California)","us-west-1","t2.micro",1,1024,EBS only,0.0138
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t2.micro",1,1024,EBS only,0.0144
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t3.micro",2,1024,EBS only,0.0146
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t2.micro",1,1024,EBS only,0.0146
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t2.micro",1,1024,EBS only,0.0146
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3a.micro",2,1024,EBS only,0.0151
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t2.micro",1,1024,EBS only,0.0152
"aws-ec2","US East (N. Virginia)","us-east-1","t4g.small",2,2048,EBS only,0.0168
"aws-ec2","US West (Oregon)","us-west-2","t4g.small",2,2048,EBS only,0.0168
"aws-ec2","US East (Ohio)","us-east-2","t4g.small",2,2048,EBS only,0.0168
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3.micro",2,1024,EBS only,0.0168
"aws-ec2","EU (Stockholm)","eu-north-1","t4g.small",2,2048,EBS only,0.0172
"aws-ec2","EU (Ireland)","eu-west-1","t4g.small",2,2048,EBS only,0.0184
"aws-ec2","Canada (Central)","ca-central-1","t4g.small",2,2048,EBS only,0.0184
"aws-ec2","South America (Sao Paulo)","sa-east-1","t2.micro",1,1024,EBS only,0.0186
"aws-ec2","US East (N. Virginia)","us-east-1","t3a.small",2,2048,EBS only,0.0188
"aws-ec2","US West (Oregon)","us-west-2","t3a.small",2,2048,EBS only,0.0188
"aws-ec2","US East (Ohio)","us-east-2","t3a.small",2,2048,EBS only,0.0188
"aws-ec2","EU (Paris)","eu-west-3","t4g.small",2,2048,EBS only,0.0188
"aws-ec2","EU (London)","eu-west-2","t4g.small",2,2048,EBS only,0.0188
"aws-ec2","EU (Frankfurt)","eu-central-1","t4g.small",2,2048,EBS only,0.0192
"aws-ec2","EU (Milan)","eu-south-1","t4g.small",2,2048,EBS only,0.0192
"aws-ec2","US West (N. California)","us-west-1","t4g.small",2,2048,EBS only,0.02
"aws-ec2","US East (N. Virginia)","us-east-1","t1.micro",1,627.712,EBS only,0.02
"aws-ec2","EU (Ireland)","eu-west-1","t1.micro",1,627.712,EBS only,0.02
"aws-ec2","US West (Oregon)","us-west-2","t1.micro",1,627.712,EBS only,0.02
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t1.micro",1,627.712,EBS only,0.02
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t1.micro",1,627.712,EBS only,0.02
"aws-ec2","EU (Ireland)","eu-west-1","t3a.small",2,2048,EBS only,0.0204
"aws-ec2","US West (Oregon)","us-west-2","t3.small",2,2048,EBS only,0.0208
"aws-ec2","US East (Ohio)","us-east-2","t3.small",2,2048,EBS only,0.0208
"aws-ec2","US East (N. Virginia)","us-east-1","t3.small",2,2048,EBS only,0.0208
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t4g.small",2,2048,EBS only,0.0208
"aws-ec2","Canada (Central)","ca-central-1","t3a.small",2,2048,EBS only,0.0209
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t4g.small",2,2048,EBS only,0.0212
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t4g.small",2,2048,EBS only,0.0212
"aws-ec2","EU (Paris)","eu-west-3","t3a.small",2,2048,EBS only,0.0212
"aws-ec2","EU (London)","eu-west-2","t3a.small",2,2048,EBS only,0.0212
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6g.medium",1,2048,EBS only,0.0213
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t4g.small",2,2048,EBS only,0.0216
"aws-ec2","EU (Frankfurt)","eu-central-1","t3a.small",2,2048,EBS only,0.0216
"aws-ec2","EU (Stockholm)","eu-north-1","t3.small",2,2048,EBS only,0.0216
"aws-ec2","EU (Milan)","eu-south-1","t3a.small",2,2048,EBS only,0.0216
"aws-ec2","US West (N. California)","us-west-1","t3a.small",2,2048,EBS only,0.0223
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t4g.medium",2,4096,EBS only,0.0224
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3.small",2,2048,EBS only,0.0224
"aws-ec2","EU (Ireland)","eu-west-1","t3.small",2,2048,EBS only,0.0228
"aws-ec2","US East (N. Virginia)","us-east-1","t2.small",1,2048,EBS only,0.023
"aws-ec2","US West (Oregon)","us-west-2","t2.small",1,2048,EBS only,0.023
"aws-ec2","US East (Ohio)","us-east-2","t2.small",1,2048,EBS only,0.023
"aws-ec2","Canada (Central)","ca-central-1","t3.small",2,2048,EBS only,0.0232
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t4g.small",2,2048,EBS only,0.0232
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3a.small",2,2048,EBS only,0.0234
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3a.small",2,2048,EBS only,0.0236
"aws-ec2","EU (London)","eu-west-2","t3.small",2,2048,EBS only,0.0236
"aws-ec2","EU (Paris)","eu-west-3","t3.small",2,2048,EBS only,0.0236
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3a.small",2,2048,EBS only,0.0238
"aws-ec2","EU (Frankfurt)","eu-central-1","t3.small",2,2048,EBS only,0.024
"aws-ec2","EU (Milan)","eu-south-1","t3.small",2,2048,EBS only,0.024
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3a.small",2,2048,EBS only,0.0245
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0245
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t3a.medium",2,4096,EBS only,0.0246
"aws-ec2","US West (N. California)","us-west-1","t3.small",2,2048,EBS only,0.0248
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","t2.small",1,2048,EBS only,0.0248
"aws-ec2","US West (Los Angeles)","us-west-2-lax-1","t3.small",2,2048,EBS only,0.025
"aws-ec2","EU (Ireland)","eu-west-1","t2.small",1,2048,EBS only,0.025
"aws-ec2","US West (N. California)","us-west-1","t1.micro",1,627.712,EBS only,0.025
"aws-ec2","Middle East (Bahrain)","me-south-1","t3.small",2,2048,EBS only,0.0251
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6g.medium",1,4096,EBS only,0.0253
"aws-ec2","US East (Ohio)","us-east-2","a1.medium",1,2048,EBS only,0.0255
"aws-ec2","US East (N. Virginia)","us-east-1","a1.medium",1,2048,EBS only,0.0255
"aws-ec2","US West (Oregon)","us-west-2","a1.medium",1,2048,EBS only,0.0255
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","a1.medium",1,2048,EBS only,0.0255
"aws-ec2","Canada (Central)","ca-central-1","t2.small",1,2048,EBS only,0.0256
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t3.small",2,2048,EBS only,0.026
"aws-ec2","EU (London)","eu-west-2","t2.small",1,2048,EBS only,0.026
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t1.micro",1,627.712,EBS only,0.026
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t3.small",2,2048,EBS only,0.0264
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t3.small",2,2048,EBS only,0.0264
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","t3.small",2,2048,EBS only,0.0264
"aws-ec2","EU (Paris)","eu-west-3","t2.small",1,2048,EBS only,0.0264
"aws-ec2","South America (Sao Paulo)","sa-east-1","t4g.small",2,2048,EBS only,0.0268
"aws-ec2","EU (Frankfurt)","eu-central-1","t2.small",1,2048,EBS only,0.0268
"aws-ec2","South America (Sao Paulo)","sa-east-1","t1.micro",1,627.712,EBS only,0.027
"aws-ec2","Africa (Cape Town)","af-south-1","t3.small",2,2048,EBS only,0.0271
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t3.small",2,2048,EBS only,0.0272
"aws-ec2","US West (N. California)","us-west-1","t2.small",1,2048,EBS only,0.0276
"aws-ec2","EU (Ireland)","eu-west-1","a1.medium",1,2048,EBS only,0.0288
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t2.small",1,2048,EBS only,0.0288
"aws-ec2","EU (Frankfurt)","eu-central-1","a1.medium",1,2048,EBS only,0.0291
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","t3.small",2,2048,EBS only,0.0292
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t2.small",1,2048,EBS only,0.0292
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t2.small",1,2048,EBS only,0.0292
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","a1.medium",1,2048,EBS only,0.0294
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3a.small",2,2048,EBS only,0.0302
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","m6gd.medium",1,4096,1 x 59 NVMe SSD,0.0302
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","t2.small",1,2048,EBS only,0.0304
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","a1.medium",1,2048,EBS only,0.0321
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6g.medium",1,8192,EBS only,0.0325
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","a1.medium",1,2048,EBS only,0.0333
"aws-ec2","US West (Oregon)","us-west-2","t4g.medium",2,4096,EBS only,0.0336
"aws-ec2","US East (Ohio)","us-east-2","t4g.medium",2,4096,EBS only,0.0336
"aws-ec2","US East (N. Virginia)","us-east-1","t4g.medium",2,4096,EBS only,0.0336
"aws-ec2","South America (Sao Paulo)","sa-east-1","t3.small",2,2048,EBS only,0.0336
"aws-ec2","US East (Ohio)","us-east-2","c6g.medium",1,2048,EBS only,0.034
"aws-ec2","US East (N. Virginia)","us-east-1","c6g.medium",1,2048,EBS only,0.034
"aws-ec2","US West (Oregon)","us-west-2","c6g.medium",1,2048,EBS only,0.034
"aws-ec2","EU (Stockholm)","eu-north-1","t4g.medium",2,4096,EBS only,0.0344
"aws-ec2","US East (Ohio)","us-east-2","c7g.medium",1,2048,EBS only,0.0361
"aws-ec2","US East (N. Virginia)","us-east-1","c7g.medium",1,2048,EBS only,0.0363
"aws-ec2","US West (Oregon)","us-west-2","c7g.medium",1,2048,EBS only,0.0363
"aws-ec2","EU (Ireland)","eu-west-1","c6g.medium",1,2048,EBS only,0.0365
"aws-ec2","EU (Stockholm)","eu-north-1","c6g.medium",1,2048,EBS only,0.0365
"aws-ec2","EU (Ireland)","eu-west-1","t4g.medium",2,4096,EBS only,0.0368
"aws-ec2","Canada (Central)","ca-central-1","t4g.medium",2,4096,EBS only,0.0368
"aws-ec2","Canada (Central)","ca-central-1","c6g.medium",1,2048,EBS only,0.0372
"aws-ec2","South America (Sao Paulo)","sa-east-1","t2.small",1,2048,EBS only,0.0372
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","r6gd.medium",1,8192,1 x 59 NVMe SSD,0.0374
"aws-ec2","US East (Ohio)","us-east-2","t3a.medium",2,4096,EBS only,0.0376
"aws-ec2","US East (N. Virginia)","us-east-1","t3a.medium",2,4096,EBS only,0.0376
"aws-ec2","US West (Oregon)","us-west-2","t3a.medium",2,4096,EBS only,0.0376
"aws-ec2","EU (Paris)","eu-west-3","t4g.medium",2,4096,EBS only,0.0376
"aws-ec2","EU (London)","eu-west-2","t4g.medium",2,4096,EBS only,0.0376
"aws-ec2","EU (Frankfurt)","eu-central-1","t4g.medium",2,4096,EBS only,0.0384
"aws-ec2","EU (Milan)","eu-south-1","t4g.medium",2,4096,EBS only,0.0384
"aws-ec2","US East (Ohio)","us-east-2","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0384
"aws-ec2","US East (N. Virginia)","us-east-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0384
"aws-ec2","US West (Oregon)","us-west-2","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0384
"aws-ec2","US East (Ohio)","us-east-2","m6g.medium",1,4096,EBS only,0.0385
"aws-ec2","US East (N. Virginia)","us-east-1","m6g.medium",1,4096,EBS only,0.0385
"aws-ec2","US West (Oregon)","us-west-2","m6g.medium",1,4096,EBS only,0.0385
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","c6g.medium",1,2048,EBS only,0.0385
"aws-ec2","EU (Ireland)","eu-west-1","c7g.medium",1,2048,EBS only,0.0388
"aws-ec2","EU (Frankfurt)","eu-central-1","c6g.medium",1,2048,EBS only,0.0388
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","c6g.medium",1,2048,EBS only,0.0392
"aws-ec2","Asia Pacific (Jakarta)","ap-southeast-3","c6g.medium",1,2048,EBS only,0.0392
"aws-ec2","US West (N. California)","us-west-1","t4g.medium",2,4096,EBS only,0.04
"aws-ec2","EU (London)","eu-west-2","c6g.medium",1,2048,EBS only,0.0404
"aws-ec2","EU (Milan)","eu-south-1","c6g.medium",1,2048,EBS only,0.0404
"aws-ec2","EU (Paris)","eu-west-3","c6g.medium",1,2048,EBS only,0.0405
"aws-ec2","EU (Ireland)","eu-west-1","t3a.medium",2,4096,EBS only,0.0408
"aws-ec2","EU (Stockholm)","eu-north-1","m6g.medium",1,4096,EBS only,0.041
"aws-ec2","US West (Oregon)","us-west-2","t3.medium",2,4096,EBS only,0.0416
"aws-ec2","US East (N. Virginia)","us-east-1","t3.medium",2,4096,EBS only,0.0416
"aws-ec2","US East (Ohio)","us-east-2","t3.medium",2,4096,EBS only,0.0416
"aws-ec2","Asia Pacific (Seoul)","ap-northeast-2","t4g.medium",2,4096,EBS only,0.0416
"aws-ec2","Canada (Central)","ca-central-1","t3a.medium",2,4096,EBS only,0.0418
"aws-ec2","Asia Pacific (Sydney)","ap-southeast-2","t4g.medium",2,4096,EBS only,0.0424
"aws-ec2","Asia Pacific (Singapore)","ap-southeast-1","t4g.medium",2,4096,EBS only,0.0424
"aws-ec2","US West (N. California)","us-west-1","c6g.medium",1,2048,EBS only,0.0424
"aws-ec2","Canada (Central)","ca-central-1","c6gd.medium",1,2048,1 x 59 NVMe SSD,0.0424
"aws-ec2","EU (London)","eu-west-2","t3a.medium",2,4096,EBS only,0.0425
"aws-ec2","EU (Paris)","eu-west-3","t3a.medium",2,4096,EBS only,0.0425
"aws-ec2","Middle East (Bahrain)","me-south-1","c6g.medium",1,2048,EBS only,0.0425
"aws-ec2","Asia Pacific (Mumbai)","ap-south-1","c6g.large",2,4096,EBS only,0.0426
"aws-ec2","Canada (Central)","ca-central-1","m6g.medium",1,4096,EBS only,0.0428
"aws-ec2","Asia Pacific (Tokyo)","ap-northeast-1","c6g.medium",1,2048,EBS only,0.0428
"aws-ec2","EU (Ireland)","eu-west-1","m6g.medium",1,4096,EBS only,0.043
"aws-ec2","Asia Pacific (Hong Kong)","ap-east-1","c6g.medium",1,2048,EBS only,0.043
